[GIN] 2026/03/09 - 15:40:38 | 200 |   2.37ms |             ::1 | GET      "/api/v1/products/prod_22a36dc1eae04d81baf6765f1963dd43/prices"
[GIN] 2026/03/09 - 15:40:38 | 200 |   1.09ms |             ::1 | GET      "/api/v1/products/prod_bc9f0d4d0e074588850ea865b0271240/prices"
[GIN] 2026/03/09 - 15:40:38 | 200 |   2.66ms |             ::1 | GET      "/api/v1/products/prod_demo_001/prices"
[GIN] 2026/03/09 - 15:41:10 | 204 | 17.134µs |             ::1 | OPTIONS  "/api/v1/customers"
[GIN] 2026/03/09 - 15:41:10 | 200 |   1.06ms |             ::1 | GET      "/api/v1/customers"
[GIN] 2026/03/09 - 15:41:10 | 200 |   1.44ms |             ::1 | GET      "/api/v1/customers"
[GIN] 2026/03/09 - 15:43:02 | 204 |  7.099µs |             ::1 | OPTIONS  "/api/v1/stats/overview"
[GIN] 2026/03/09 - 15:43:02 | 200 |   4.53ms |             ::1 | GET      "/api/v1/stats/overview"
[GIN] 2026/03/09 - 15:43:21 | 204 | 30.992µs |             ::1 | OPTIONS  "/api/v1/products"
[GIN] 2026/03/09 - 15:43:21 | 200 |   1.92ms |             ::1 | GET      "/api/v1/products"
[GIN] 2026/03/09 - 15:43:21 | 204 |    7.2µs |             ::1 | OPTIONS  "/api/v1/products/prod_demo_001/prices"
[GIN] 2026/03/09 - 15:43:21 | 204 | 12.551µs |             ::1 | OPTIONS  "/api/v1/products/prod_22a36dc1eae04d81baf6765f1963dd43/prices"
[GIN] 2026/03/09 - 15:43:21 | 204 |  7.826µs |             ::1 | OPTIONS  "/api/v1/products/prod_bc9f0d4d0e074588850ea865b0271240/prices"
[GIN] 2026/03/09 - 15:43:21 | 204 |  9.054µs |             ::1 | OPTIONS  "/api/v1/products/prod_1a336b41bd9040869a51542aa0b27359/prices"
[GIN] 2026/03/09 - 15:43:21 | 200 |   4.09ms |             ::1 | GET      "/api/v1/products/prod_bc9f0d4d0e074588850ea865b0271240/prices"
[GIN] 2026/03/09 - 15:43:21 | 200 |   8.91ms |             ::1 | GET      "/api/v1/products/prod_demo_001/prices"
[GIN] 2026/03/09 - 15:43:21 | 200 |   8.07ms |             ::1 | GET      "/api/v1/products/prod_22a36dc1eae04d81baf6765f1963dd43/prices"
[GIN] 2026/03/09 - 15:43:21 | 200 |  21.68ms |             ::1 | GET      "/api/v1/products/prod_1a336b41bd9040869a51542aa0b27359/prices"
[GIN] 2026/03/09 - 15:43:30 | 204 | 10.966µs |             ::1 | OPTIONS  "/api/v1/customers"
[GIN] 2026/03/09 - 15:43:30 | 200 |   1.25ms |             ::1 | GET      "/api/v1/customers"
[GIN] 2026/03/09 - 15:43:37 | 204 | 18.828µs |             ::1 | OPTIONS  "/api/v1/products"
[GIN] 2026/03/09 - 15:43:37 | 200 | 869.828µs |             ::1 | GET      "/api/v1/products"
[GIN] 2026/03/09 - 15:43:37 | 204 | 10.811µs |             ::1 | OPTIONS  "/api/v1/products/prod_22a36dc1eae04d81baf6765f1963dd43/prices"
[GIN] 2026/03/09 - 15:43:37 | 200 | 447.667µs |             ::1 | GET      "/api/v1/products/prod_22a36dc1eae04d81baf6765f1963dd43/prices"
[GIN] 2026/03/09 - 15:43:37 | 204 |  7.241µs |             ::1 | OPTIONS  "/api/v1/products/prod_1a336b41bd9040869a51542aa0b27359/prices"
[GIN] 2026/03/09 - 15:43:37 | 200 | 486.132µs |             ::1 | GET      "/api/v1/products/prod_1a336b41bd9040869a51542aa0b27359/prices"
[GIN] 2026/03/09 - 15:43:37 | 204 |    5.2µs |             ::1 | OPTIONS  "/api/v1/products/prod_demo_001/prices"
[GIN] 2026/03/09 - 15:43:37 | 200 | 923.385µs |             ::1 | GET      "/api/v1/products/prod_demo_001/prices"
[GIN] 2026/03/09 - 15:43:37 | 204 |  6.323µs |             ::1 | OPTIONS  "/api/v1/products/prod_bc9f0d4d0e074588850ea865b0271240/prices"
[GIN] 2026/03/09 - 15:43:37 | 200 | 619.44µs |             ::1 | GET      "/api/v1/products/prod_bc9f0d4d0e074588850ea865b0271240/prices"
[GIN] 2026/03/09 - 15:43:59 | 204 |  7.076µs |             ::1 | OPTIONS  "/api/v1/customers"
[GIN] 2026/03/09 - 15:43:59 | 200 | 553.532µs |             ::1 | GET      "/api/v1/customers"
[GIN] 2026/03/09 - 15:44:13 | 204 |  6.884µs |             ::1 | OPTIONS  "/api/v1/subscriptions"
[GIN] 2026/03/09 - 15:44:13 | 200 |   8.01ms |             ::1 | GET      "/api/v1/subscriptions"
